,Descriptive_Characters_Of_Fish_Eggs
1710,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3078&GenusName=Gobiesox&SpeciesName=rhessodon&fc=434&stockcode=3274
1711,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4478&GenusName=Gobio&SpeciesName=gobio&fc=122&stockcode=4676
1712,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7789&GenusName=Gobiodon&SpeciesName=citrinus&fc=405&stockcode=8098
1713,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7040&GenusName=Gobionotothen&SpeciesName=acuta&fc=382&stockcode=7379
1714,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59655&GenusName=Gobionotothen&SpeciesName=angustifrons&fc=382&stockcode=49386
1715,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7041&GenusName=Gobionotothen&SpeciesName=gibberifrons&fc=382&stockcode=7380
1716,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27635&GenusName=Gobiopterus&SpeciesName=lacustris&fc=405&stockcode=21611
1717,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3870&GenusName=Gobiosoma&SpeciesName=bosc&fc=405&stockcode=4066
1718,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3871&GenusName=Gobiosoma&SpeciesName=ginsburgi&fc=405&stockcode=4067
1719,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46334&GenusName=Gobius&SpeciesName=bucchichi&fc=405&stockcode=39043
1720,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4579&GenusName=Gobius&SpeciesName=cobitis&fc=405&stockcode=4764
1721,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=72&GenusName=Gobius&SpeciesName=niger&fc=405&stockcode=81
1722,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=73&GenusName=Gobius&SpeciesName=paganellus&fc=405&stockcode=82
1723,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=74&GenusName=Gobiusculus&SpeciesName=flavescens&fc=405&stockcode=83
1724,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46879&GenusName=Gobulus&SpeciesName=crescentalis&fc=405&stockcode=39486
1725,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1799&GenusName=Gonostoma&SpeciesName=denudatum&fc=88&stockcode=1995
1726,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5281&GenusName=Gramma&SpeciesName=loreto&fc=293&stockcode=5521
1727,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1748&GenusName=Grammonus&SpeciesName=ater&fc=472&stockcode=1944
1728,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3124&GenusName=Grammonus&SpeciesName=claudei&fc=472&stockcode=3320
1729,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3125&GenusName=Grammonus&SpeciesName=diagrammus&fc=472&stockcode=3321
1730,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9002&GenusName=Grammonus&SpeciesName=longhursti&fc=472&stockcode=9322
1731,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=16799&GenusName=Grammonus&SpeciesName=opisthodon&fc=472&stockcode=15258
1732,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=15659&GenusName=Grammonus&SpeciesName=robustus&fc=472&stockcode=14801
1733,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57330&GenusName=Grammonus&SpeciesName=waikiki&fc=472&stockcode=46931
1734,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46571&GenusName=Guianacara&SpeciesName=geayi&fc=349&stockcode=39235
1735,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26939&GenusName=Gulaphallus&SpeciesName=bikolanus&fc=221&stockcode=21064
1736,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26918&GenusName=Gulaphallus&SpeciesName=eximius&fc=221&stockcode=21059
1737,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26941&GenusName=Gulaphallus&SpeciesName=falcifer&fc=221&stockcode=21066
1738,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26919&GenusName=Gulaphallus&SpeciesName=mirabilis&fc=221&stockcode=21060
1739,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26960&GenusName=Gulaphallus&SpeciesName=panayensis&fc=221&stockcode=21086
1740,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3122&GenusName=Gunterichthys&SpeciesName=longipenis&fc=472&stockcode=3318
1741,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27774&GenusName=Gurgesiella&SpeciesName=atlantica&fc=715&stockcode=21704
1742,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54113&GenusName=Gurgesiella&SpeciesName=dorsalifera&fc=715&stockcode=44888
1743,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51624&GenusName=Gurgesiella&SpeciesName=furvescens&fc=715&stockcode=43144
1744,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1717&GenusName=Gymnammodytes&SpeciesName=cicerelus&fc=402&stockcode=1913
1745,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=75&GenusName=Gymnammodytes&SpeciesName=semisquamatus&fc=402&stockcode=84
1746,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=16890&GenusName=Gymnapogon&SpeciesName=africanus&fc=304&stockcode=15321
1747,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14871&GenusName=Gymnapogon&SpeciesName=annona&fc=304&stockcode=14405
1748,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10746&GenusName=Gymnapogon&SpeciesName=japonicus&fc=304&stockcode=11069
1749,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=60031&GenusName=Gymnapogon&SpeciesName=melanogaster&fc=304&stockcode=49777
1750,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5786&GenusName=Gymnapogon&SpeciesName=philippinus&fc=304&stockcode=6081
1751,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5787&GenusName=Gymnapogon&SpeciesName=urospilotus&fc=304&stockcode=6082
1752,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59175&GenusName=Gymnapogon&SpeciesName=vanderbilti&fc=304&stockcode=48899
1753,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4519&GenusName=Gymnarchus&SpeciesName=niloticus&fc=41&stockcode=4709
1754,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=929&GenusName=Gymnocaesio&SpeciesName=gymnoptera&fc=459&stockcode=945
1755,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4474&GenusName=Gymnocephalus&SpeciesName=cernua&fc=306&stockcode=4672
1756,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12374&GenusName=Gymnogeophagus&SpeciesName=australis&fc=349&stockcode=12703
1757,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12375&GenusName=Gymnogeophagus&SpeciesName=balzanii&fc=349&stockcode=12704
1758,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8058&GenusName=Gymnothorax&SpeciesName=griseus&fc=56&stockcode=8369
1759,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2615&GenusName=Gymnothorax&SpeciesName=nigromarginatus&fc=56&stockcode=2811
1760,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8252&GenusName=Gymnothorax&SpeciesName=thyrsoideus&fc=56&stockcode=8565
1761,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1730&GenusName=Gymnothorax&SpeciesName=unicolor&fc=56&stockcode=1926
1762,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1126&GenusName=Haemulon&SpeciesName=album&fc=327&stockcode=1142
1763,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1128&GenusName=Haemulon&SpeciesName=aurolineatum&fc=327&stockcode=1144
1764,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1129&GenusName=Haemulon&SpeciesName=bonariense&fc=327&stockcode=1145
1765,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1130&GenusName=Haemulon&SpeciesName=boschmae&fc=327&stockcode=1146
1766,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3570&GenusName=Haemulon&SpeciesName=californiensis&fc=327&stockcode=3766
1767,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1131&GenusName=Haemulon&SpeciesName=carbonarium&fc=327&stockcode=1147
1768,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1134&GenusName=Haemulon&SpeciesName=chrysargyreum&fc=327&stockcode=1150
1769,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13707&GenusName=Haemulon&SpeciesName=flaviguttatum&fc=327&stockcode=13771
1770,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1135&GenusName=Haemulon&SpeciesName=flavolineatum&fc=327&stockcode=1151
1771,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1136&GenusName=Haemulon&SpeciesName=macrostomum&fc=327&stockcode=1152
1772,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1138&GenusName=Haemulon&SpeciesName=melanurum&fc=327&stockcode=1154
1773,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1139&GenusName=Haemulon&SpeciesName=parra&fc=327&stockcode=1155
1774,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1143&GenusName=Haemulon&SpeciesName=striatum&fc=327&stockcode=1159
1775,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12773&GenusName=Halicampus&SpeciesName=boothae&fc=258&stockcode=13103
1776,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6009&GenusName=Halicampus&SpeciesName=brocki&fc=258&stockcode=6323
1777,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5974&GenusName=Halicampus&SpeciesName=dunckeri&fc=258&stockcode=6283
1778,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46134&GenusName=Halicampus&SpeciesName=edmondsoni&fc=258&stockcode=38887
1779,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7727&GenusName=Halicampus&SpeciesName=grayi&fc=258&stockcode=8037
1780,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10225&GenusName=Halicampus&SpeciesName=macrorhynchus&fc=258&stockcode=10548
1781,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46135&GenusName=Halicampus&SpeciesName=marquesensis&fc=258&stockcode=38888
1782,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5975&GenusName=Halicampus&SpeciesName=mataafae&fc=258&stockcode=6284
1783,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5976&GenusName=Halicampus&SpeciesName=nitidus&fc=258&stockcode=6285
1784,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23121&GenusName=Halicampus&SpeciesName=punctatus&fc=258&stockcode=18367
1785,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46136&GenusName=Halicampus&SpeciesName=spinirostris&fc=258&stockcode=38889
1786,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23269&GenusName=Halicampus&SpeciesName=zavorensis&fc=258&stockcode=18488
1787,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10250&GenusName=Haliichthys&SpeciesName=taeniophorus&fc=258&stockcode=10574
1788,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6754&GenusName=Haplochromis&SpeciesName=ishmaeli&fc=349&stockcode=7075
1789,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6802&GenusName=Haplochromis&SpeciesName=obliquidens&fc=349&stockcode=7123
1790,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6808&GenusName=Haplochromis&SpeciesName=orthostoma&fc=349&stockcode=7129
1791,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46290&GenusName=Haplocylix&SpeciesName=littoreus&fc=434&stockcode=39009
1792,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59606&GenusName=Haptogenys&SpeciesName=bipunctata&fc=392&stockcode=49340
1793,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1481&GenusName=Harengula&SpeciesName=thrissina&fc=43&stockcode=1674
1794,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=260&GenusName=Harpadon&SpeciesName=nehereus&fc=160&stockcode=274
1795,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7089&GenusName=Harpagifer&SpeciesName=antarcticus&fc=480&stockcode=7469
1796,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9001&GenusName=Harriotta&SpeciesName=haeckeli&fc=26&stockcode=9323
1797,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5053&GenusName=Harriotta&SpeciesName=raleighana&fc=26&stockcode=5289
1798,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=52494&GenusName=Hastatobythites&SpeciesName=arafurensis&fc=472&stockcode=43660
1799,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61867&GenusName=Helcogramma&SpeciesName=albimacula&fc=390&stockcode=51761
1800,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64604&GenusName=Helcogramma&SpeciesName=alkamr&fc=390&stockcode=54420
1801,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=15960&GenusName=Helcogramma&SpeciesName=aquila&fc=390&stockcode=14950
1802,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8501&GenusName=Helcogramma&SpeciesName=billi&fc=390&stockcode=8815
1803,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8502&GenusName=Helcogramma&SpeciesName=capidata&fc=390&stockcode=8816
1804,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61868&GenusName=Helcogramma&SpeciesName=cerasina&fc=390&stockcode=51762
1805,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8503&GenusName=Helcogramma&SpeciesName=chica&fc=390&stockcode=8817
1806,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8506&GenusName=Helcogramma&SpeciesName=decurrens&fc=390&stockcode=8820
1807,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61869&GenusName=Helcogramma&SpeciesName=desa&fc=390&stockcode=51763
1808,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8507&GenusName=Helcogramma&SpeciesName=ellioti&fc=390&stockcode=8821
1809,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64605&GenusName=Helcogramma&SpeciesName=ememes&fc=390&stockcode=54422
1810,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51563&GenusName=Helcogramma&SpeciesName=fuscipectoris&fc=390&stockcode=43087
1811,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8508&GenusName=Helcogramma&SpeciesName=fuscopinna&fc=390&stockcode=8822
1812,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13577&GenusName=Helcogramma&SpeciesName=gymnauchen&fc=390&stockcode=13707
1813,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14204&GenusName=Helcogramma&SpeciesName=hudsoni&fc=390&stockcode=14077
1814,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51565&GenusName=Helcogramma&SpeciesName=inclinata&fc=390&stockcode=43089
1815,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51566&GenusName=Helcogramma&SpeciesName=kranos&fc=390&stockcode=43090
1816,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61888&GenusName=Helcogramma&SpeciesName=lacuna&fc=390&stockcode=51781
1817,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25692&GenusName=Helcogramma&SpeciesName=larvata&fc=390&stockcode=20269
1818,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25691&GenusName=Helcogramma&SpeciesName=maldivensis&fc=390&stockcode=20268
1819,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64606&GenusName=Helcogramma&SpeciesName=microstigma&fc=390&stockcode=54426
1820,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61889&GenusName=Helcogramma&SpeciesName=nesion&fc=390&stockcode=51782
1821,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61891&GenusName=Helcogramma&SpeciesName=nigra&fc=390&stockcode=51784
1822,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47159&GenusName=Helcogramma&SpeciesName=novaecaledoniae&fc=390&stockcode=39704
1823,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8046&GenusName=Helcogramma&SpeciesName=obtusirostris&fc=390&stockcode=8357
1824,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61900&GenusName=Helcogramma&SpeciesName=randalli&fc=390&stockcode=51792
1825,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64607&GenusName=Helcogramma&SpeciesName=rharhabe&fc=390&stockcode=54424
1826,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8510&GenusName=Helcogramma&SpeciesName=rhinoceros&fc=390&stockcode=8824
1827,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64608&GenusName=Helcogramma&SpeciesName=rosea&fc=390&stockcode=54432
1828,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64609&GenusName=Helcogramma&SpeciesName=serendip&fc=390&stockcode=54425
1829,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=67066&GenusName=Helcogramma&SpeciesName=shinglensis&fc=390&stockcode=58092
1830,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51567&GenusName=Helcogramma&SpeciesName=solorensis&fc=390&stockcode=43091
1831,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8511&GenusName=Helcogramma&SpeciesName=springeri&fc=390&stockcode=8825
1832,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26343&GenusName=Helcogramma&SpeciesName=steinitzi&fc=390&stockcode=20639
1833,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8514&GenusName=Helcogramma&SpeciesName=striata&fc=390&stockcode=8828
1834,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23562&GenusName=Helcogramma&SpeciesName=trigloides&fc=390&stockcode=18719
1835,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12758&GenusName=Helcogramma&SpeciesName=vulcana&fc=390&stockcode=13087
1836,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=67176&GenusName=Helcogramma&SpeciesName=williamsi&fc=390&stockcode=58263
1837,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7116&GenusName=Helcogrammoides&SpeciesName=antarcticus&fc=390&stockcode=7556
1838,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=55253&GenusName=Helcogrammoides&SpeciesName=chilensis&fc=390&stockcode=45763
1839,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=55252&GenusName=Helcogrammoides&SpeciesName=cunninghami&fc=390&stockcode=45762
1840,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=76&GenusName=Helicolenus&SpeciesName=dactylopterus&fc=573&stockcode=85
1841,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=500&GenusName=Helostoma&SpeciesName=temminckii&fc=428&stockcode=516
1842,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59782&GenusName=Hemichromis&SpeciesName=elongatus&fc=349&stockcode=49519
1843,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2390&GenusName=Hemichromis&SpeciesName=fasciatus&fc=349&stockcode=2584
1844,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8604&GenusName=Hemichromis&SpeciesName=lifalili&fc=349&stockcode=8919
1845,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4093&GenusName=Hemilepidotus&SpeciesName=hemilepidotus&fc=277&stockcode=4289
1846,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3157&GenusName=Hemiramphus&SpeciesName=saltator&fc=475&stockcode=3353
1847,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4097&GenusName=Hemitripterus&SpeciesName=americanus&fc=585&stockcode=4293
1848,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11725&GenusName=Hemitripterus&SpeciesName=villosus&fc=585&stockcode=12051
1849,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12309&GenusName=Heniochus&SpeciesName=intermedius&fc=343&stockcode=12634
1850,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56389&GenusName=Hephthocara&SpeciesName=crassiceps&fc=472&stockcode=46435
1851,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56390&GenusName=Hephthocara&SpeciesName=simum&fc=472&stockcode=46436
