,Length_Weight_Parameters
3002,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=62120&GenusName=Melanorivulus&SpeciesName=rossoi&fc=601
3003,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=966&GenusName=Melichthys&SpeciesName=niger&fc=445
3004,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5838&GenusName=Melichthys&SpeciesName=vidua&fc=445
3005,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=390&GenusName=Mene&SpeciesName=maculata&fc=317
3006,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53522&GenusName=Menidia&SpeciesName=colei&fc=623
3007,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=339&GenusName=Menidia&SpeciesName=menidia&fc=623
3008,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3244&GenusName=Menidia&SpeciesName=peninsulae&fc=623
3009,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=409&GenusName=Menticirrhus&SpeciesName=americanus&fc=331
3010,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=411&GenusName=Menticirrhus&SpeciesName=littoralis&fc=331
3011,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14003&GenusName=Menticirrhus&SpeciesName=nasus&fc=331
3012,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=410&GenusName=Menticirrhus&SpeciesName=saxatilis&fc=331
3013,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3587&GenusName=Menticirrhus&SpeciesName=undulatus&fc=331
3014,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=29&GenusName=Merlangius&SpeciesName=merlangus&fc=183
3015,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1080&GenusName=Merluccius&SpeciesName=albidus&fc=184
3016,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=322&GenusName=Merluccius&SpeciesName=australis&fc=184
3017,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=323&GenusName=Merluccius&SpeciesName=bilinearis&fc=184
3018,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1828&GenusName=Merluccius&SpeciesName=capensis&fc=184
3019,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=324&GenusName=Merluccius&SpeciesName=gayi+gayi&fc=184
3020,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14693&GenusName=Merluccius&SpeciesName=gayi+peruanus&fc=184
3021,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=325&GenusName=Merluccius&SpeciesName=hubbsi&fc=184
3022,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=30&GenusName=Merluccius&SpeciesName=merluccius&fc=184
3023,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1826&GenusName=Merluccius&SpeciesName=paradoxus&fc=184
3024,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=326&GenusName=Merluccius&SpeciesName=productus&fc=184
3025,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=321&GenusName=Merluccius&SpeciesName=senegalensis&fc=184
3026,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16305&GenusName=Mesogobius&SpeciesName=batrachocephalus&fc=405
3027,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11140&GenusName=Mesonauta&SpeciesName=festivus&fc=349
3028,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54811&GenusName=Mesopotamichthys&SpeciesName=sharpeyi&fc=122
3029,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55408&GenusName=Metahomaloptera&SpeciesName=omeiensis&fc=126
3030,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=56430&GenusName=Metynnis&SpeciesName=guaporensis&fc=686
3031,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11937&GenusName=Metynnis&SpeciesName=hypsauchen&fc=686
3032,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26527&GenusName=Metynnis&SpeciesName=lippincottianus&fc=686
3033,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51152&GenusName=Metynnis&SpeciesName=luna&fc=686
3034,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11940&GenusName=Metynnis&SpeciesName=maculatus&fc=686
3035,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13139&GenusName=Meuschenia&SpeciesName=scaber&fc=517
3036,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2402&GenusName=Micralestes&SpeciesName=acutidens&fc=518
3037,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5243&GenusName=Micralestes&SpeciesName=elongatus&fc=518
3038,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2404&GenusName=Micralestes&SpeciesName=occidentalis&fc=518
3039,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7804&GenusName=Microcanthus&SpeciesName=strigatus&fc=339
3040,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=61001&GenusName=Microchirus&SpeciesName=azevia&fc=441
3041,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8847&GenusName=Microchirus&SpeciesName=boscanion&fc=441
3042,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4991&GenusName=Microchirus&SpeciesName=ocellatus&fc=441
3043,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7690&GenusName=Microchirus&SpeciesName=theophila&fc=441
3044,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=32&GenusName=Microchirus&SpeciesName=variegatus&fc=441
3045,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54572&GenusName=Microglanis&SpeciesName=cottoides&fc=609
3046,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3891&GenusName=Microgobius&SpeciesName=gulosus&fc=405
3047,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=28135&GenusName=Microgobius&SpeciesName=meeki&fc=405
3048,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3569&GenusName=Microlepidotus&SpeciesName=inornatus&fc=327
3049,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48613&GenusName=Microlipophrys&SpeciesName=dalmatinus&fc=392
3050,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=320&GenusName=Micromesistius&SpeciesName=australis&fc=183
3051,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=31&GenusName=Micromesistius&SpeciesName=poutassou&fc=183
3052,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8362&GenusName=Micropanchax&SpeciesName=johnstoni&fc=216
3053,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4695&GenusName=Micropercops&SpeciesName=cinctus&fc=549
3054,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54981&GenusName=Microphysogobio&SpeciesName=fukiensis&fc=122
3055,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=59461&GenusName=Microphysogobio&SpeciesName=jeoni&fc=122
3056,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54983&GenusName=Microphysogobio&SpeciesName=kiatingensis&fc=122
3057,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25587&GenusName=Microphysogobio&SpeciesName=yaluensis&fc=122
3058,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13997&GenusName=Micropogonias&SpeciesName=ectenes&fc=331
3059,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7620&GenusName=Micropogonias&SpeciesName=furnieri&fc=331
3060,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=408&GenusName=Micropogonias&SpeciesName=undulatus&fc=331
3061,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58432&GenusName=Micropterus&SpeciesName=cataractae&fc=302
3062,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3381&GenusName=Micropterus&SpeciesName=coosae&fc=302
3063,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3382&GenusName=Micropterus&SpeciesName=dolomieu&fc=302
3064,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3383&GenusName=Micropterus&SpeciesName=notius&fc=302
3065,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3384&GenusName=Micropterus&SpeciesName=punctulatus&fc=302
3066,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3385&GenusName=Micropterus&SpeciesName=salmoides&fc=302
3067,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3386&GenusName=Micropterus&SpeciesName=treculii&fc=302
3068,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51213&GenusName=Microschemobrycon&SpeciesName=elongatus&fc=102
3069,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1122&GenusName=Microspathodon&SpeciesName=chrysurus&fc=350
3070,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8559&GenusName=Microstomus&SpeciesName=achne&fc=440
3071,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1382&GenusName=Microstomus&SpeciesName=kitt&fc=440
3072,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4247&GenusName=Microstomus&SpeciesName=pacificus&fc=440
3073,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=53344&GenusName=Mimagoniates&SpeciesName=microlepis&fc=102
3074,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6388&GenusName=Minous&SpeciesName=monodactylus&fc=578
3075,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23890&GenusName=Minous&SpeciesName=pusillus&fc=578
3076,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2996&GenusName=Minytrema&SpeciesName=melanops&fc=125
3077,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4518&GenusName=Mirogrex&SpeciesName=terraesanctae&fc=122
3078,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3016&GenusName=Misgurnus&SpeciesName=anguillicaudatus&fc=127
3079,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4790&GenusName=Misgurnus&SpeciesName=fossilis&fc=127
3080,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14483&GenusName=Misgurnus&SpeciesName=mizolepis&fc=127
3081,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4898&GenusName=Mistichthys&SpeciesName=luzonensis&fc=405
3082,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2061&GenusName=Mobula&SpeciesName=birostris&fc=719
3083,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=65772&GenusName=Moenkhausia&SpeciesName=celibela&fc=102
3084,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27992&GenusName=Moenkhausia&SpeciesName=chrysargyrea&fc=102
3085,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26473&GenusName=Moenkhausia&SpeciesName=collettii&fc=102
3086,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12390&GenusName=Moenkhausia&SpeciesName=dichroura&fc=102
3087,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27993&GenusName=Moenkhausia&SpeciesName=georgiae&fc=102
3088,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63046&GenusName=Moenkhausia&SpeciesName=heikoi&fc=102
3089,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27995&GenusName=Moenkhausia&SpeciesName=hemigrammoides&fc=102
3090,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51154&GenusName=Moenkhausia&SpeciesName=lepidura&fc=102
3091,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52595&GenusName=Moenkhausia&SpeciesName=loweae&fc=102
3092,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27997&GenusName=Moenkhausia&SpeciesName=moisae&fc=102
3093,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12391&GenusName=Moenkhausia&SpeciesName=oligolepis&fc=102
3094,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10674&GenusName=Moenkhausia&SpeciesName=sanctaefilomenae&fc=102
3095,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27998&GenusName=Moenkhausia&SpeciesName=surinamensis&fc=102
3096,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50889&GenusName=Moenkhausia&SpeciesName=xinguensis&fc=102
3097,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1732&GenusName=Mola&SpeciesName=mola&fc=450
3098,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1383&GenusName=Molva&SpeciesName=dypterygia&fc=505
3099,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1733&GenusName=Molva&SpeciesName=macrophthalma&fc=505
3100,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=33&GenusName=Molva&SpeciesName=molva&fc=505
3101,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7976&GenusName=Monacanthus&SpeciesName=chinensis&fc=517
3102,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4280&GenusName=Monacanthus&SpeciesName=ciliatus&fc=517
3103,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4283&GenusName=Monacanthus&SpeciesName=tuckeri&fc=517
3104,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52689&GenusName=Monocentris&SpeciesName=reedi&fc=241
3105,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=68997&GenusName=Monochirus&SpeciesName=atlanticus&fc=441
3106,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5807&GenusName=Monodactylus&SpeciesName=argenteus&fc=333
3107,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7858&GenusName=Monodactylus&SpeciesName=falciformis&fc=333
3108,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9915&GenusName=Monodactylus&SpeciesName=sebae&fc=333
3109,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4663&GenusName=Monopterus&SpeciesName=albus&fc=262
3110,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5337&GenusName=Monopterus&SpeciesName=cuchia&fc=262
3111,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1869&GenusName=Monotaxis&SpeciesName=grandoculis&fc=328
3112,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1734&GenusName=Mora&SpeciesName=moro&fc=180
3113,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2394&GenusName=Mormyrops&SpeciesName=anguilloides&fc=40
3114,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2396&GenusName=Mormyrus&SpeciesName=hasselquistii&fc=40
3115,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8767&GenusName=Mormyrus&SpeciesName=kannume&fc=40
3116,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8768&GenusName=Mormyrus&SpeciesName=lacerda&fc=40
3117,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5386&GenusName=Mormyrus&SpeciesName=longirostris&fc=40
3118,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5074&GenusName=Mormyrus&SpeciesName=macrophthalmus&fc=40
3119,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2397&GenusName=Mormyrus&SpeciesName=rume&fc=40
3120,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=355&GenusName=Morone&SpeciesName=americana&fc=487
3121,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3308&GenusName=Morone&SpeciesName=chrysops&fc=487
3122,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3309&GenusName=Morone&SpeciesName=mississippiensis&fc=487
3123,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=353&GenusName=Morone&SpeciesName=saxatilis&fc=487
3124,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2997&GenusName=Moxostoma&SpeciesName=anisurum&fc=125
3125,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3000&GenusName=Moxostoma&SpeciesName=carinatum&fc=125
3126,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3003&GenusName=Moxostoma&SpeciesName=duquesnii&fc=125
3127,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3004&GenusName=Moxostoma&SpeciesName=erythrurum&fc=125
3128,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3008&GenusName=Moxostoma&SpeciesName=macrolepidotum&fc=125
3129,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3010&GenusName=Moxostoma&SpeciesName=poecilurum&fc=125
3130,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3014&GenusName=Moxostoma&SpeciesName=valenciennesi&fc=125
3131,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4995&GenusName=Mugil&SpeciesName=bananensis&fc=359
3132,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=785&GenusName=Mugil&SpeciesName=cephalus&fc=359
3133,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1086&GenusName=Mugil&SpeciesName=curema&fc=359
3134,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1087&GenusName=Mugil&SpeciesName=curvidens&fc=359
3135,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=61933&GenusName=Mugil&SpeciesName=gaimardianus&fc=359
3136,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1088&GenusName=Mugil&SpeciesName=hospes&fc=359
3137,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1089&GenusName=Mugil&SpeciesName=incilis&fc=359
3138,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1090&GenusName=Mugil&SpeciesName=liza&fc=359
3139,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63515&GenusName=Mugil&SpeciesName=rubrioculus&fc=359
3140,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14701&GenusName=Mugil&SpeciesName=trichodon&fc=359
3141,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23191&GenusName=Mugilogobius&SpeciesName=abei&fc=405
3142,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55202&GenusName=Mugilogobius&SpeciesName=myxodermus&fc=405
3143,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5983&GenusName=Mulloidichthys&SpeciesName=flavolineatus&fc=332
3144,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1092&GenusName=Mulloidichthys&SpeciesName=martinicus&fc=332
3145,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5984&GenusName=Mulloidichthys&SpeciesName=vanicolensis&fc=332
3146,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14063&GenusName=Mullus&SpeciesName=argentinae&fc=332
3147,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=790&GenusName=Mullus&SpeciesName=barbatus+barbatus&fc=332
3148,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25966&GenusName=Mullus&SpeciesName=barbatus+ponticus&fc=332
3149,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1327&GenusName=Mullus&SpeciesName=surmuletus&fc=332
3150,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63860&GenusName=Muraena&SpeciesName=augusti&fc=56
3151,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1729&GenusName=Muraena&SpeciesName=helena&fc=56
3152,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5514&GenusName=Muraenesox&SpeciesName=bagio&fc=504
3153,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=298&GenusName=Muraenesox&SpeciesName=cinereus&fc=504
3154,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5943&GenusName=Mustelus&SpeciesName=antarcticus&fc=488
3155,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5938&GenusName=Mustelus&SpeciesName=asterias&fc=488
3156,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2539&GenusName=Mustelus&SpeciesName=canis&fc=488
3157,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5933&GenusName=Mustelus&SpeciesName=lenticulatus&fc=488
3158,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5941&GenusName=Mustelus&SpeciesName=manazo&fc=488
3159,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4996&GenusName=Mustelus&SpeciesName=mustelus&fc=488
3160,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2542&GenusName=Mustelus&SpeciesName=norrisi&fc=488
3161,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5936&GenusName=Mustelus&SpeciesName=punctulatus&fc=488
3162,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5937&GenusName=Mustelus&SpeciesName=schmitti&fc=488
3163,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9386&GenusName=Mycteroperca&SpeciesName=acutirostris&fc=289
3164,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1209&GenusName=Mycteroperca&SpeciesName=bonaci&fc=289
3165,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9391&GenusName=Mycteroperca&SpeciesName=fusca&fc=289
3166,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1211&GenusName=Mycteroperca&SpeciesName=interstitialis&fc=289
3167,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3333&GenusName=Mycteroperca&SpeciesName=jordani&fc=289
3168,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1212&GenusName=Mycteroperca&SpeciesName=microlepis&fc=289
3169,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8204&GenusName=Mycteroperca&SpeciesName=olfax&fc=289
3170,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1213&GenusName=Mycteroperca&SpeciesName=phenax&fc=289
3171,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9394&GenusName=Mycteroperca&SpeciesName=prionura&fc=289
3172,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9398&GenusName=Mycteroperca&SpeciesName=rosacea&fc=289
